Sarah_Funace_Cave
SURVEY NAME: Sarah_Furnace_Cave_Data
SURVEY DATE: 3 09 2025  COMMENT: All Sarah Furnac cave data as of 2024
SURVEY TEAM: 
SAS
DECLINATION:  0  FORMAT: DDDDLRUDLAaDdNF  CORRECTIONS:  0.00 0.00 0.00  CORRECTIONS2:  0.00 0.00  DISCOVERY: 2 20 2025  PREFIX:

	FROM	TO		LENGTH	BEARING	INC		LEFT	UP		DOWN	RIGHT	FLAGS	COMMENTS

	AFA06	AFA07	5.40	79.10	-12.00	0.00	0.00	0.00	0.00
	AFA07	AFA08	5.30	118.85	11.25	0.00	0.00	0.00	0.00
	AFA08	AFA09	7.50	80.35	-11.00	0.00	0.00	0.00	0.00
	AFA08	AFA10	6.00	22.35	-19.00	0.00	0.00	0.00	0.00
	AFA08	AFA11	5.60	233.52	-20.75	0.00	0.00	0.00	0.00
	AFA11	AFA12	12.00	137.35	-6.00	0.00	0.00	0.00	0.00
	AFA11	AFA13	4.75	188.35	8.00	0.00	0.00	0.00	0.00
	AFA13	AFA14	6.00	168.35	0.00	0.00	0.00	0.00	0.00
	AFA13	AFA15	8.00	230.35	16.00	0.00	0.00	0.00	0.00
	AFA07	AFA16	7.50	0.35	0.00	0.00	0.00	0.00	0.00
	114a	AFA17	19.15	43.35	-6.75	0.00	0.00	0.00	0.00
	AFA17	AFA18	9.70	86.10	3.75	0.00	0.00	0.00	0.00
	AFA17	AEB06	10.55	3.60	9.00	0.00	0.00	0.00	0.00
	AEB06	ADB01	15.70	257.35	-0.25	0.00	0.00	0.00	0.00
	AEB06	AFA19	5.75	109.60	-13.25	0.00	0.00	0.00	0.00
	ADB03	AFB01	6.00	68.85	-8.30	0.00	0.00	0.00	0.00
	AFB01	AFB02	8.75	346.85	-5.00	0.00	0.00	0.00	0.00
	AFB02	AFB03	7.67	267.35	2.00	0.00	0.00	0.00	0.00
	AFB03	ADB04	2.83	153.35	0.00	0.00	0.00	0.00	0.00
	AFB02	AFB04	3.92	314.85	-12.50	0.00	0.00	0.00	0.00
	AFB04	AFB05	9.25	334.60	3.50	0.00	0.00	0.00	0.00
	AFB05	AFB06	11.92	214.35	-7.50	0.00	0.00	0.00	0.00
	AFB06	ADB06	3.25	169.35	2.00	0.00	0.00	0.00	0.00
	AFB06	ADB11	5.67	286.35	0.00	0.00	0.00	0.00	0.00
	AFB02	AFB07	9.33	52.85	0.00	0.00	0.00	0.00	0.00
	AFB07	AFB08	12.83	54.60	-1.50	0.00	0.00	0.00	0.00
	AFB08	AFB09	5.92	36.35	-4.00	0.00	0.00	0.00	0.00
	AFB09	AFB10	5.75	28.85	2.00	0.00	0.00	0.00	0.00
	AFB09	AFB11	14.08	269.35	-3.50	0.00	0.00	0.00	0.00
	AFB11	AFB12	3.50	234.60	19.50	0.00	0.00	0.00	0.00
	AFB12	AFB13	11.17	140.85	2.75	0.00	0.00	0.00	0.00
	AFB13	AFB07	4.33	246.85	-1.75	0.00	0.00	0.00	0.00
	AFB07	AEB01	18.33	150.85	2.00	0.00	0.00	0.00	0.00
	AEB01	AEB01a	7.58	350.35	0.00	0.00	0.00	0.00	0.00
	AEB01	AEB01b	9.50	17.35	0.00	0.00	0.00	0.00	0.00
	AEB01	AEB01c	11.25	30.35	0.00	0.00	0.00	0.00	0.00
	AEB01	AEB01d	15.17	40.35	0.00	0.00	0.00	0.00	0.00
	AAA19	AGA01	7.10	284.10	-1.50	0.00	0.00	0.00	0.00
	AGA01	AGA02	5.50	198.35	-1.00	0.00	0.00	0.00	0.00
	AAA19	AGA03	1.80	65.85	-6.00	0.00	0.00	0.00	0.00
	AGA03	AGA05	8.00	112.35	-3.00	0.00	0.00	0.00	0.00
	AGA05	AGA04	4.10	6.35	-6.00	0.00	0.00	0.00	0.00
	AGA04	AGA03	8.20	256.85	9.25	0.00	0.00	0.00	0.00
	AGA04	AGA06	10.60	28.35	17.50	0.00	0.00	0.00	0.00
	AGA06	AGA07	8.10	10.35	-11.50	0.00	0.00	0.00	0.00
	AGA07	AGA08	8.30	326.10	-8.50	0.00	0.00	0.00	0.00
	AGA08	AAA16	5.85	45.85	3.75	0.00	0.00	0.00	0.00
	AAA16	AGA09	11.50	75.60	5.50	0.00	0.00	0.00	0.00
	AGA09	AGA10	8.70	15.85	2.50	0.00	0.00	0.00	0.00
	AGA09	AGA11	9.60	194.35	13.36	0.00	0.00	0.00	0.00
	AGA11	AGA12	5.30	226.35	-20.00	0.00	0.00	0.00	0.00
	AGA12	AGA06	13.50	202.35	1.50	0.00	0.00	0.00	0.00
	AGA11	AGA13	13.00	95.60	-5.00	0.00	0.00	0.00	0.00
	AGA13	AGC06	8.30	146.35	-20.00	0.00	0.00	0.00	0.00
	AEB01e	AFB01	12.20	226.35	2.50	0.00	0.00	0.00	0.00
	AFB12	AGB01	5.10	221.85	0.00	0.00	0.00	0.00	0.00
	AGB01	AGB02	3.35	297.35	4.00	0.00	0.00	0.00	0.00
	AGB02	AGB03	2.70	243.35	16.67	0.00	0.00	0.00	0.00
	AGB03	AFB05	3.00	238.35	-3.00	0.00	0.00	0.00	0.00
	AGB02	AGB06	13.30	144.85	-1.00	0.00	0.00	0.00	0.00
	AGB06	AFB07	3.20	36.85	13.00	0.00	0.00	0.00	0.00
	AEB05	AGB07	10.50	35.35	1.00	0.00	0.00	0.00	0.00
	AGB07	AGB08	9.80	328.35	-7.50	0.00	0.00	0.00	0.00
	AGB08	AFB10	8.60	310.85	2.50	0.00	0.00	0.00	0.00
	AGB08	AFB09	9.40	271.35	0.50	0.00	0.00	0.00	0.00
	AGB08	AGB09	10.00	222.85	8.00	0.00	0.00	0.00	0.00
	AGB09	AGB07	11.70	94.85	0.00	0.00	0.00	0.00	0.00
	ACA20	AGC01	8.57	200.85	11.03	0.00	0.00	0.00	0.00
	AGC01	AGC02	6.98	192.85	-12.50	0.00	0.00	0.00	0.00
	AGC02	AGC03	9.10	188.35	-1.25	0.00	0.00	0.00	0.00
	AGC03	AGC04	6.71	223.85	-9.50	0.00	0.00	0.00	0.00
	AGC04	AGC05	7.35	339.85	-0.50	0.00	0.00	0.00	0.00
	AGC04	AGC04a	8.40	288.35	0.00	0.00	0.00	0.00	0.00
	AGC04	AGC06	12.00	261.35	2.00	0.00	0.00	0.00	0.00
	AGC06	AGC07	7.80	175.35	0.33	0.00	0.00	0.00	0.00
	AGC07	AGC08	10.15	94.85	11.00	0.00	0.00	0.00	0.00
	AGC08	AGC04	10.93	3.35	-13.00	0.00	0.00	0.00	0.00
	AGC04	AGC09	17.40	88.35	-6.00	0.00	0.00	0.00	0.00
	AGC09	AGC10	7.20	352.35	35.50	0.00	0.00	0.00	0.00
	AGC10	AGC04	17.40	247.35	-8.50	0.00	0.00	0.00	0.00
	ACA16	AAA15	11.25	229.35	3.00	0.00	0.00	0.00	0.00
	ACA16	AGD01	3.90	19.35	42.00	0.00	0.00	0.00	0.00
	AGD01	AGD02	6.50	32.35	15.00	0.00	0.00	0.00	0.00
	AGD01	AGD03	3.50	316.85	-9.00	0.00	0.00	0.00	0.00
	AGD03	ABA04	2.80	290.85	-30.50	0.00	0.00	0.00	0.00
	AGD02	AGD05	8.20	71.35	-37.00	0.00	0.00	0.00	0.00
	AGD05	ACA12	9.30	108.35	2.00	0.00	0.00	0.00	0.00
	AAA11	AAA09	8.30	81.24	9.38	0.00	0.00	0.00	0.00
	AAA11	AAA10	10.75	128.37	1.00	0.00	0.00	0.00	0.00
	AAA11	ADA09	6.00	252.37	-5.00	0.00	0.00	0.00	0.00
	ADA07	AAA11	7.42	339.49	-3.00	0.00	0.00	0.00	0.00
	114a	AEB06	28.10	32.37	0.00	0.00	0.00	0.00	0.00
	AEB06	AEB06a	15.00	212.37	0.00	0.00	0.00	0.00	0.00
	ADB01	ACA08	10.35	266.62	8.50	0.00	0.00	0.00	0.00
	ADB01	AHA01	8.70	301.12	-16.50	0.00	0.00	0.00	0.00
	AHA01	AHA01a	1.50	301.12	-16.50	0.00	0.00	0.00	0.00
	AHA01a	AHA01b	7.00	270.37	0.00	0.00	0.00	0.00	0.00
	AHA01a	AHA01c	5.00	10.37	0.00	0.00	0.00	0.00	0.00
	ADB01	ADB02	13.22	17.62	-2.25	0.00	0.00	0.00	0.00
	ADB01	AEB01	33.94	58.87	-2.50	0.00	0.00	0.00	0.00
	AFA19	AHA02	11.95	15.62	8.00	0.00	0.00	0.00	0.00
	AHA02	AEB01	7.16	50.37	-16.25	0.00	0.00	0.00	0.00
	AEB01	AFB07	18.47	332.20	-1.50	0.00	0.00	0.00	0.00
	AEB01	AEB05	16.98	51.87	-0.25	0.00	0.00	0.00	0.00
	AEB01	AEB01e	10.58	334.24	-4.88	0.00	0.00	0.00	0.00
	AEB01e	AFB01	12.20	230.07	2.83	0.00	0.00	0.00	0.00
	AHA03	AEB05	21.38	88.12	2.50	0.00	0.00	0.00	0.00
	AHA03	AEB01e	3.75	103.37	0.00	0.00	0.00	0.00	0.00
	AHA03	AGB09	18.97	56.17	4.00	0.00	0.00	0.00	0.00
	AHA03	AHA04	6.92	64.87	0.75	0.00	0.00	0.00	0.00
	AHA04	AHA05	4.57	48.87	2.00	0.00	0.00	0.00	0.00
	AHA05	AEB09	16.45	183.74	2.75	0.00	0.00	0.00	0.00
	AGC07	AGC06	7.67	356.27	-0.60	0.00	0.00	0.00	0.00
	AGC06	AIA01	7.33	262.12	-0.85	0.00	0.00	0.00	0.00
	AGC06	AIA02	3.61	8.22	10.80	0.00	0.00	0.00	0.00
	AGC06	AGC04	11.94	82.67	-2.00	0.00	0.00	0.00	0.00
	AIA02	AIA03	6.41	39.02	-10.20	0.00	0.00	0.00	0.00
	AIA03	AIA04	5.00	38.87	-10.00	0.00	0.00	0.00	0.00
	AGC06	AGA13	8.29	327.77	21.60	0.00	0.00	0.00	0.00
	AGC08	AGC07	10.14	277.87	-7.20	0.00	0.00	0.00	0.00
	AGC08	AIA05	18.25	224.77	2.05	0.00	0.00	0.00	0.00
	AIA05	AIA05a	10.51	97.37	0.00	0.00	0.00	0.00	0.00
	AIA05	AIA06	11.29	247.47	0.25	0.00	0.00	0.00	0.00
	AIA05	AIC05	14.49	107.27	-2.75	0.00	0.00	0.00	0.00
	AIA06	AIA07	12.79	152.78	-14.15	0.00	0.00	0.00	0.00
	AIA06	AIC05a	24.04	89.37	-4.00	0.00	0.00	0.00	0.00
	AIC05a	AIC05	1.10	350.37	90.00	0.00	0.00	0.00	0.00
	AIC07	AIA08	12.16	265.22	-4.50	0.00	0.00	0.00	0.00
	AIA07	AIA08	2.00	233.07	-59.10	0.00	0.00	0.00	0.00
	AIA07	AIA09	2.08	273.32	-20.85	0.00	0.00	0.00	0.00
	AIA09	AIA10	8.65	71.32	6.05	0.00	0.00	0.00	0.00
	AIA07	AIA11	5.88	196.87	-8.80	0.00	0.00	0.00	0.00
	AIA10	AIA12	9.42	7.43	20.25	0.00	0.00	0.00	0.00
	AIA12	AIA05	4.67	321.37	-2.45	0.00	0.00	0.00	0.00
	AIA12	AIC06	14.94	120.72	-16.60	0.00	0.00	0.00	0.00
	ACA20	AIB01	18.20	63.37	1.50	0.00	0.00	0.00	0.00
	AIB01	AFA03	3.40	42.37	-1.25	0.00	0.00	0.00	0.00
	ACA20	AIB02	10.70	113.37	3.25	0.00	0.00	0.00	0.00
	AIB02	AIB01	13.30	30.37	-1.50	0.00	0.00	0.00	0.00
	AIB02	AIB03	7.80	100.87	-2.50	0.00	0.00	0.00	0.00
	AIB03	AIB01	12.60	354.37	1.00	0.00	0.00	0.00	0.00
	AIB03	AGC10	20.70	214.37	0.00	0.00	0.00	0.00	0.00
	AIB03	AIB04	6.50	202.37	-1.00	0.00	0.00	0.00	0.00
	AIB04	AIB05	15.90	99.37	0.25	0.00	0.00	0.00	0.00
	AIB05	AIB06	22.40	227.37	-7.50	0.00	0.00	0.00	0.00
	AIB06	AIB07	14.70	261.37	4.00	0.00	0.00	0.00	0.00
	AIB07	AGC09	5.70	70.37	-10.50	0.00	0.00	0.00	0.00
	AGC08	AIC01	15.87	122.37	-8.08	0.00	0.00	0.00	0.00
	AIC01	AIC02	14.15	5.87	-5.35	0.00	0.00	0.00	0.00
